name,active_ingredient,manufacturer,presentation,price_max,registration,slug
BAYCUTEN N,21-ACETATO DE DEXAMETASONA;CLOTRIMAZOL,BAYER S.A.,"10 MG/G + 0,443 MG/G CREM DERM CT BG AL X 40 G",50.28,1705600230032,baycuten-n
ORENCIA,ABATACEPTE,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,250 MG PO LIOF SOL INJ CT 1 FA + SER DESCARTÁVEL,,1018003900019,orencia
ORENCIA,ABATACEPTE,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,125 MG/ML SOL INJ SC CT 4 SER PREENC VD TRANS + DISPOSITIVO ULTRASAFE PASSIVE + EXTENSORES DE APOIO,11336.31,1018003900078,orencia-2
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,50 MG COM REV CT BL AL AL X 30,5162.12,1126001990018,verzenios
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,100 MG COM REV CT BL AL AL X 30,10324.19,1126001990034,verzenios-2
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,150 MG COM REV CT BL AL AL X 30,14824.67,1126001990050,verzenios-3
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,150 MG COM REV CT BL AL AL X 60,29649.31,1126001990069,verzenios-4
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,200 MG COM REV CT BL AL AL X 30,18513.42,1126001990077,verzenios-5
VERZENIOS,ABEMACICLIBE,ELI LILLY DO BRASIL LTDA,200 MG COM REV CT BL AL AL X 60,37026.82,1126001990085,verzenios-6
CIBINQO,ABROCITINIBE,PFIZER BRASIL LTDA,50 MG COM REV CT FR PLAS PEAD OPC X 30,4058.45,1211004910013,cibinqo
CIBINQO,ABROCITINIBE,PFIZER BRASIL LTDA,100 MG COM REV CT FR PLAS PEAD OPC X 30,8116.92,1211004910021,cibinqo-2
CIBINQO,ABROCITINIBE,PFIZER BRASIL LTDA,200 MG COM REV CT FR PLAS PEAD OPC X 30,11724.95,1211004910031,cibinqo-3
AGLUCOSE,ACARBOSE,EMS SIGMA PHARMA LTDA,50 MG COM CT BL AL AL X 30,45.27,1356900350024,aglucose
AGLUCOSE,ACARBOSE,EMS SIGMA PHARMA LTDA,100 MG COM CT BL AL AL X 30,68.71,1356900350075,aglucose-2
ACEBROFILINA,ACEBROFILINA,EUROFARMA LABORATORIOS S.A.,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,32.32,1004307850011,acebrofilina
ACEBROFILINA,ACEBROFILINA,EUROFARMA LABORATORIOS S.A.,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,45.57,1004307850021,acebrofilina-2
FILINAR G,ACEBROFILINA,EUROFARMA LABORATORIOS S.A.,5 MG/ML GEL OR CT FR PLAS TRANS X 120ML + COL,32.32,1004310860022,filinar-g
FILINAR,ACEBROFILINA,EUROFARMA LABORATORIOS S.A.,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,33.50,1004311580015,filinar
FILINAR,ACEBROFILINA,EUROFARMA LABORATORIOS S.A.,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,45.90,1004311580023,filinar-2
ACEBROFILINA,ACEBROFILINA,EMS S/A,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,32.27,1023506580010,acebrofilina-3
ACEBROFILINA,ACEBROFILINA,EMS S/A,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,45.57,1023506580029,acebrofilina-4
ACEBROFILINA,ACEBROFILINA,EMS S/A,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,32.27,1023506580037,acebrofilina-5
ACEBROFILINA,ACEBROFILINA,EMS S/A,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,45.57,1023506580045,acebrofilina-6
ACEBROFILINA,ACEBROFILINA,LABORATORIO TEUTO BRASILEIRO S/A,10 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,45.09,1037004620253,acebrofilina-7
ACEBROFILINA,ACEBROFILINA,LABORATORIO TEUTO BRASILEIRO S/A,5MG/ML XPE CT FR PLAS PET AMB X 120ML + COP,32.32,1037004620296,acebrofilina-8
LISOMUC,ACEBROFILINA,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,5 MG / ML XPE  CT FR VD AMB X 100 ML + COP,32.16,1038501090013,lisomuc
LISOMUC,ACEBROFILINA,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,5 MG / ML XPE CT FR PET AMB X 120 ML + COP,38.61,1038501090021,lisomuc-2
LISOMUC,ACEBROFILINA,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,10 MG / ML XPE CT FR VD AMB X 100 ML + COP,46.56,1038501090048,lisomuc-3
LISOMUC,ACEBROFILINA,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,10 MG / ML XPE CT FR PET AMB X 120 ML + COP,55.88,1038501090056,lisomuc-4
ACEBROFILINA,ACEBROFILINA,LABORATORIO GLOBO SA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,26.29,1053501960011,acebrofilina-9
ACEBROFILINA,ACEBROFILINA,LABORATORIO GLOBO SA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,31.25,1053501960021,acebrofilina-10
MELYSSE,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,56.91,1057300190017,melysse
MELYSSE,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,42.74,1057300190025,melysse-2
MELYSSE,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML,28.49,1057300190033,melysse-3
MELYSSE,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML,21.35,1057300190041,melysse-4
BRONDILAT,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,78.11,1057301270065,brondilat
BRONDILAT,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,52.74,1057301270073,brondilat-2
BRONDILAT,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML,38.98,1057301270091,brondilat-3
BRONDILAT,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML,26.40,1057301270111,brondilat-4
ACEBROFILINA,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,32.70,1057306090014,acebrofilina-11
ACEBROFILINA,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED,46.31,1057306090022,acebrofilina-12
ACEBROFILINA,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,32.70,1057306090030,acebrofilina-13
ACEBROFILINA,ACEBROFILINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,46.31,1057306090049,acebrofilina-14
ACEBROFILINA,ACEBROFILINA,GERMED FARMACEUTICA LTDA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,32.71,1058303150030,acebrofilina-15
ACEBROFILINA,ACEBROFILINA,GERMED FARMACEUTICA LTDA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,44.59,1058303150049,acebrofilina-16
BRONCOMUCOL,ACEBROFILINA,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,40.65,1156001860019,broncomucol
BRONCOMUCOL,ACEBROFILINA,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,29.15,1156001860027,broncomucol-2
ACEBROFILINA,ACEBROFILINA,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,34.34,1181902750028,acebrofilina-17
ACEBROFILINA,ACEBROFILINA,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,50.77,1181902750044,acebrofilina-18
ACEBROFILINA,ACEBROFILINA,PRATI DONADUZZI & CIA LTDA,5 MG/ ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,,1256801590128,acebrofilina-19
ACEBROFILINA,ACEBROFILINA,CIMED INDUSTRIA S.A,10 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,42.81,1438101310011,acebrofilina-20
ACEBROFILINA,ACEBROFILINA,CIMED INDUSTRIA S.A,5 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,30.86,1438101310021,acebrofilina-21
ACEBROFILINA,ACEBROFILINA,CIMED INDUSTRIA S.A,10 MG/ML XPE CX 50 FR PLAS PET AMB X 120 ML + 50 COP,800.79,1438101310038,acebrofilina-22
ACEBROFILINA,ACEBROFILINA,CIMED INDUSTRIA S.A,5 MG/ML XPE CX 50 FR PLAS PET AMB X 120 ML + 50 COP,783.47,1438101310046,acebrofilina-23
BRONTEK,ACEBROFILINA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,62.54,1542301160018,brontek
BRONTEK,ACEBROFILINA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,44.87,1542301160034,brontek-2
ACEBROFILINA,ACEBROFILINA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,10MG/ML XPE CT FR VD AMB X 120ML + COP,50.67,1542301230016,acebrofilina-24
ACEBROFILINA,ACEBROFILINA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,5MG/ML XPE CT FR VD AMB X 120ML + COP,34.25,1542301230032,acebrofilina-25
ACEBROFILINA,ACEBROFILINA,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,32.23,1558403980010,acebrofilina-26
ACEBROFILINA,ACEBROFILINA,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,43.74,1558403980037,acebrofilina-27
BRONCOLEX,ACEBROFILINA,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,5 MG/ML XPE INF CT FR PLAS AMB X 120 ML + COP,33.99,1677301840034,broncolex
BRONCOLEX,ACEBROFILINA,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,10 MG/ML XPE AD CT FR PLAS AMB X 120 ML + COP,46.31,1677301840042,broncolex-2
RESPIRAN,ACEBROFILINA,GALLIA INDUSTRIA FARMACEUTICA LTDA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,35.77,1887100060015,respiran
RESPIRAN,ACEBROFILINA,GALLIA INDUSTRIA FARMACEUTICA LTDA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,51.61,1887100060023,respiran-2
PROFLAM,ACECLOFENACO,EUROFARMA LABORATORIOS S.A.,15 MG/G CREM CT TB AL X 30 G,55.40,1004308170014,proflam
PROFLAM,ACECLOFENACO,EUROFARMA LABORATORIOS S.A.,100 MG COM REV CT BL AL/AL X 12,85.14,1004308170030,proflam-2
PROFLAM,ACECLOFENACO,EUROFARMA LABORATORIOS S.A.,100 MG COM REV CT BL AL / AL X 6,40.99,1004308170091,proflam-3
ACECLOFENACO,ACECLOFENACO,EUROFARMA LABORATORIOS S.A.,100 MG COM REV CT BL AL/AL X 12,54.32,1004313070030,aceclofenaco
ACECLOFENACO,ACECLOFENACO,EMS S/A,100 MG  COM  REV CT BL AL AL X 12,55.30,1023510530049,aceclofenaco-2
ACECLOFENACO,ACECLOFENACO,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,100 MG COM REV CT ENV AL X 12,49.94,1039201720011,aceclofenaco-3
ACECLOFENACO,ACECLOFENACO,GERMED FARMACEUTICA LTDA,15 MG/G CREM DERM CT BG AL X 30 G,38.81,1058305410031,aceclofenaco-4
ACECLOFENACO,ACECLOFENACO,GERMED FARMACEUTICA LTDA,100 MG COM REV CT BL AL AL X 12,52.30,1058307420040,aceclofenaco-5
ACECLOFENACO,ACECLOFENACO,GERMED FARMACEUTICA LTDA,100 MG COM REV CT BL AL AL X 24,104.47,1058307420083,aceclofenaco-6
ACECLOFENACO,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG COM REV CT BL AL AL X 12,55.30,1181902820026,aceclofenaco-7
ACECLOFENACO,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG COM REV CT BL AL AL X 24,110.66,1181902820042,aceclofenaco-8
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL PLAS OPC X 6,27.69,1181903020015,aceflor
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL PLAS OPC X 12,55.30,1181903020023,aceflor-2
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL PLAS OPC X 16,73.76,1181903020031,aceflor-3
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL PLAS OPC X 24,110.66,1181903020041,aceflor-4
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL AL X 6,27.69,1181903020058,aceflor-5
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL AL X 12,55.30,1181903020066,aceflor-6
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL AL X 16,73.76,1181903020074,aceflor-7
ACEFLOR,ACECLOFENACO,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,100 MG  COM  REV CT BL AL AL X 24,110.66,1181903020082,aceflor-8
ACECLOFENACO,ACECLOFENACO,RANBAXY FARMACÊUTICA LTDA,100 MG COM REV CT STR AL X 12,50.13,1235201000025,aceclofenaco-9
ACECLOFENACO,ACECLOFENACO,RANBAXY FARMACÊUTICA LTDA,100 MG COM REV CT STR AL X 24,93.80,1235201000033,aceclofenaco-10
ACECLOFENACO,ACECLOFENACO,CIMED INDUSTRIA S.A,100 MG COM REV CT BL AL AL X 12,50.86,1438102140179,aceclofenaco-11
ACECLOFENACO,ACECLOFENACO,ZYDUS NIKKHO FARMACÊUTICA LTDA,100 MG COM CT BL AL/AL X 12,55.26,1565100640011,aceclofenaco-12
ACECLO-GRAN,ACECLOFENACO,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,100 MG COM REV CT BL AL AL X 12,65.68,1677300650101,aceclo-gran
ADVANTAN,ACEPONATO DE METILPREDNISOLONA,LEO PHARMA LTDA,1 MG/G CREM DERM CT BG AL X 15 G,90.86,1856900100011,advantan
ADVANTAN,ACEPONATO DE METILPREDNISOLONA,LEO PHARMA LTDA,1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML,124.45,1856900100054,advantan-2
ADVANTAN,ACEPONATO DE METILPREDNISOLONA,LEO PHARMA LTDA,1 MG/G EMU DERM CT BG AL X 20 G,116.40,1856900100070,advantan-3
ZOSTIDE,ACETATO DE ABIRATERONA,LIBBS FARMACÊUTICA LTDA,250 MG COM CT BL AL PLAS PVC/PVDC TRANS X 120,19962.12,1003302030018,zostide
MATIZ,ACETATO DE ABIRATERONA,EUROFARMA LABORATORIOS S.A.,250 MG COM CT BL AL PLAS TRANS X 120,20428.38,1004312590022,matiz
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,250 MG COM CT FR PLAS PEAD OPC X 120,13441.93,1004706190015,acetato-de-abiraterona
ABMETHA,ACETATO DE ABIRATERONA,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,250 MG COM CT FR PLAS PEAD OPC X 120,18565.51,1029805760011,abmetha
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,GLENMARK FARMACÊUTICA LTDA,500 MG COM REV CT FR PLAS PEAD OPC X 60,13441.78,1101303000015,acetato-de-abiraterona-2
SPYLGLEN,ACETATO DE ABIRATERONA,GLENMARK FARMACÊUTICA LTDA,500 MG COM REV CT FR PLAS PEAD OPC X 60,18266.44,1101303030011,spylglen
ZYTIGA,ACETATO DE ABIRATERONA,JANSSEN-CILAG FARMACEUTICA LTDA,250 MG COM CT FR PLAS PEAD OPC X 120,20982.09,1123634010019,zytiga
ZYTIGA®,ACETATO DE ABIRATERONA,JANSSEN-CILAG FARMACEUTICA LTDA,500 MG COM REV CT FR PLAS PEAD OPC X 60,20982.09,1123634200012,zytiga-2
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,SUN FARMACÊUTICA DO BRASIL LTDA,250 MG COM CT FR PLAS PEAD OPC X 120,13798.14,1468200680013,acetato-de-abiraterona-3
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,250 MG COM REV CT FR PLAS PEAD OPC X 120,13440.96,1514300280030,acetato-de-abiraterona-4
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,500 MG COM REV CT FR PLAS PEAD OPC X 60,,1514300280049,acetato-de-abiraterona-5
BALEFIO,ACETATO DE ABIRATERONA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,500 MG COM REV CT FR PLAS PEAD OPC X 60,20678.19,1514300340041,balefio
RARIJA,ACETATO DE ABIRATERONA,TEVA FARMACÊUTICA LTDA.,250 MG COM REV CT FR PLAS PEAD OPC X 120,19128.32,1557300490217,rarija
ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA,TEVA FARMACÊUTICA LTDA.,250 MG COM REV CT FR PLAS PEAD OPC X 120,13441.54,1557300510013,acetato-de-abiraterona-6
TRACTOCILE,ACETATO DE ATOSIBANA,LABORATÓRIOS FERRING LTDA,"7,5 MG/ML SOL INJ CT FA VD TRANS X 0,9 ML",,1287600100018,tractocile
TRACTOCILE,ACETATO DE ATOSIBANA,LABORATÓRIOS FERRING LTDA,"7,5 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML",,1287600100026,tractocile-2
ACETATO DE ATOSIBANA,ACETATO DE ATOSIBANA,ACCORD FARMACÊUTICA LTDA,"7,50 MG/ML SOL DIL INJ CT FA VD TRANS X 5 ML",,1553700510018,acetato-de-atosibana
DUAVIVE,ACETATO DE BAZEDOXIFENO;ESTROGÊNIOS CONJUGADOS,PFIZER BRASIL LTDA,"0,45 MG + 20 MG COM REV LIB PROL CT ENV AL BL AL PLAS TRANS X 30",118.29,1211004420016,duavive
BERK,ACETATO DE CASPOFUNGINA,EUROFARMA LABORATORIOS S.A.,50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1004311560014,berk
BERK,ACETATO DE CASPOFUNGINA,EUROFARMA LABORATORIOS S.A.,70 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1004311560057,berk-2
CANCIDAS,ACETATO DE CASPOFUNGINA,MERCK SHARP & DOHME FARMACEUTICA LTDA.,50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1017102260011,cancidas
CANCIDAS,ACETATO DE CASPOFUNGINA,MERCK SHARP & DOHME FARMACEUTICA LTDA.,70 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1017102260028,cancidas-2
ACETATO DE CASPOFUNGINA,ACETATO DE CASPOFUNGINA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1514300750010,acetato-de-caspofungina
ACETATO DE CASPOFUNGINA,ACETATO DE CASPOFUNGINA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,70 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1514300750029,acetato-de-caspofungina-2
KAZFONA,ACETATO DE CASPOFUNGINA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1514300760016,kazfona
KAZFONA,ACETATO DE CASPOFUNGINA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,70 MG PO LIOF SOL INFUS IV CT FA VD TRANS,,1514300760024,kazfona-2
CETROTIDE,ACETATO DE CETRORRELIX,MERCK S/A,"0,25 MG PO LIOF SOL SC INJCT FA VD TRANS + 1 SER DIL + 2 AGU+ 2 LEN",445.00,1008903690013,cetrotide
ACETATO DE CIPROTERONA,ACETATO DE CIPROTERONA,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,50 MG COM CT BL AL PLAS TRANS X 20,157.11,1064601740019,acetato-de-ciproterona
ANDROCUR,ACETATO DE CIPROTERONA,LABORATÓRIOS BAGÓ DO BRASIL S/A,50 MG COM CT BL AL PLAS TRANS X 20,,1562600340012,androcur
ANDROCUR,ACETATO DE CIPROTERONA,LABORATÓRIOS BAGÓ DO BRASIL S/A,100 MG COM CT BL AL PLAS TRANS X 20,,1562600340055,androcur-2
ANDROCUR,ACETATO DE CIPROTERONA,BAYER S.A.,50 MG COM CT BL AL PLAS TRANS X 20,253.06,1705600660037,androcur-3
ANDROCUR,ACETATO DE CIPROTERONA,BAYER S.A.,100 MG COM CT BL AL PLAS TRANS X 20,476.48,1705600660061,androcur-4
SELENE,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EUROFARMA LABORATORIOS S.A.,"(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21",38.21,1004305980041,selene
SELENE,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EUROFARMA LABORATORIOS S.A.,"(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63",78.93,1004305980058,selene-2
DICLIN,ACETATO DE CIPROTERONA;ETINILESTRADIOL,MERCK S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 21",26.26,1008902470028,diclin
DICLIN,ACETATO DE CIPROTERONA;ETINILESTRADIOL,MERCK S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63",63.41,1008902470036,diclin-2
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,MERCK S/A,"(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 21",24.29,1008903880017,acetato-de-ciproterona-etinilestradiol
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,MERCK S/A,"(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 63",61.24,1008903880025,acetato-de-ciproterona-etinilestradiol-2
JAQUE,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EMS S/A,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",30.64,1023512350013,jaque
JAQUE,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EMS S/A,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",91.95,1023512350021,jaque-2
ACETATO DE CIPROTERONA+ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EMS S/A,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",24.59,1023514000011,acetato-de-ciproterona-etinilestradiol-3
ACETATO DE CIPROTERONA+ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,EMS S/A,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",73.74,1023514000028,acetato-de-ciproterona-etinilestradiol-4
TESS,ACETATO DE CIPROTERONA;ETINILESTRADIOL,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21",29.33,1049714690013,tess
TESS,ACETATO DE CIPROTERONA;ETINILESTRADIOL,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63",87.98,1049714690021,tess-2
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21",24.59,1049715590012,acetato-de-ciproterona-etinilestradiol-5
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63",73.77,1049715590020,acetato-de-ciproterona-etinilestradiol-6
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,"(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 21",28.78,1057307670014,acetato-de-ciproterona-etinilestradiol-7
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,"(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 63",61.27,1057307670030,acetato-de-ciproterona-etinilestradiol-8
DUNIA 35,ACETATO DE CIPROTERONA;ETINILESTRADIOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21",31.33,1057307680011,dunia-35
DUNIA 35,ACETATO DE CIPROTERONA;ETINILESTRADIOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63",71.13,1057307680036,dunia-35-2
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",28.73,1156001970019,acetato-de-ciproterona-etinilestradiol-9
ACETATO DE CIPROTERONA + ETINILESTRADIOL,ACETATO DE CIPROTERONA;ETINILESTRADIOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",61.06,1156001970035,acetato-de-ciproterona-etinilestradiol-10
