name,active_ingredient,manufacturer,presentation,price_max,registration,slug
ALECENSA,CLORIDRATO DE ALECTINIBE,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,150 MG CAP DURA CT  BL AL AL X 224,47470.88,1010006680014,alecensa
ALFAST,CLORIDRATO DE ALFENTANILA MONOIDRATADA,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,"0,544 MG/ML SOL INJ CX  10 AMP VD TRANS X 5 ML",,1029801320015,alfast
ALFAST,CLORIDRATO DE ALFENTANILA MONOIDRATADA,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,"0,544 MG/ML SOL INJ CX  25 AMP VD TRANS X 10 ML",,1029801320023,alfast-2
ALFAST,CLORIDRATO DE ALFENTANILA MONOIDRATADA,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,"0,544 MG/ML SOL INJ IV CX 10 AMP VD TRANS X 10 ML",,1029801320031,alfast-3
RAPIFEN,CLORIDRATO DE ALFENTANILA MONOIDRATADA,ANTIBIÓTICOS DO BRASIL LTDA,544 MCG/ML SOL INJ IV CX 5 AMP VD TRANS X 5 ML,,1556200570024,rapifen
SUPERAN,CLORIDRATO DE ALIZAPRIDA,SANOFI MEDLEY FARMACÊUTICA LTDA.,25 MG/ML SOL INJ CT 6 AMP VD AMB X 2 ML,81.45,1832603720018,superan
MANTIDAN,CLORIDRATO DE AMANTADINA,EUROFARMA LABORATORIOS S.A.,100 MG COM CT BL AL PLAS PVC TRANS X 20,26.49,1004314100014,mantidan
MANTIDAN,CLORIDRATO DE AMANTADINA,EUROFARMA LABORATORIOS S.A.,100 MG COM CT BL AL PLAS PVC TRANS X 30,39.74,1004314100022,mantidan-2
AMBROL,CLORIDRATO DE AMBROXOL,BRASTERAPICA PHARMACEUTICA LTDA.,6 MG/ML XPE CT FR PLAS PET AMB X 100 ML + COP,33.83,1003800480074,ambrol
AMBROL,CLORIDRATO DE AMBROXOL,BRASTERAPICA PHARMACEUTICA LTDA.,3 MG/ML XPE CT FR PLAS PET AMB X 100 ML + COP,23.17,1003800480082,ambrol-2
AMBROL,CLORIDRATO DE AMBROXOL,BRASTERAPICA PHARMACEUTICA LTDA.,3 MG/ML XPE CX 60 FR PLAS PET AMB X 100 ML + 60 COP,1405.59,1003800480090,ambrol-3
AMBROL,CLORIDRATO DE AMBROXOL,BRASTERAPICA PHARMACEUTICA LTDA.,6 MG/ML XPE CX 60 FR PLAS PET AMB X 100 ML + 60 COP,2054.40,1003800480104,ambrol-4
FLUIBRON,CLORIDRATO DE AMBROXOL,CHIESI FARMACÊUTICA LTDA,"7,5 MG/ML SOL OR CT FR VD AMB X 50 ML + CGT",28.29,1005800390050,fluibron
FLUIBRON,CLORIDRATO DE AMBROXOL,CHIESI FARMACÊUTICA LTDA,"7,5 MG/ML SOL INAL CT ENV X 10 FLAC X 2 ML",66.93,1005800390152,fluibron-2
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,EMS S/A,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,23.42,1023504810027,cloridrato-de-ambroxol
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,EMS S/A,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,39.06,1023504810043,cloridrato-de-ambroxol-2
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,EMS S/A,3 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,24.20,1023504810061,cloridrato-de-ambroxol-3
EXPECTUSS,CLORIDRATO DE AMBROXOL,EMS S/A,3 MG/ML XPE CT FR VD AMB X 100 ML + COP,24.32,1023512210017,expectuss
EXPECTUSS,CLORIDRATO DE AMBROXOL,EMS S/A,6 MG/ML XPE CT FR VD AMB X 100 ML + COP,35.35,1023512210033,expectuss-2
EXPECTUSS,CLORIDRATO DE AMBROXOL,EMS S/A,3 MG/ML XPE CT FR PLAS AMB X 100 ML + COP,23.76,1023512210051,expectuss-3
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,LABORATORIO TEUTO BRASILEIRO S/A,6 MG/ML XPE CT FR PET AMB X 120 ML + CP MED,20.47,1037003120095,cloridrato-de-ambroxol-4
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,LABORATORIO TEUTO BRASILEIRO S/A,3 MG/ML XPE CT FR PET AMB X 120 ML + CP MED,17.57,1037003120133,cloridrato-de-ambroxol-5
SEDAVAN,CLORIDRATO DE AMBROXOL,FARMOQUÍMICA S/A,6 MG/ML XPE CT FR VD AMB X 100 ML  + COP,28.05,1039002250013,sedavan
SEDAVAN,CLORIDRATO DE AMBROXOL,FARMOQUÍMICA S/A,3 MG/ML XPE CT FR VD AMB X 100 ML + COP,22.66,1039002250021,sedavan-2
SPECTOFLUX,CLORIDRATO DE AMBROXOL,LABORATORIO GLOBO SA,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,24.17,1053501320055,spectoflux
SPECTOFLUX,CLORIDRATO DE AMBROXOL,LABORATORIO GLOBO SA,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,34.64,1053501320063,spectoflux-2
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,LABORATORIO GLOBO SA,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,22.93,1053502020012,cloridrato-de-ambroxol-6
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,LABORATORIO GLOBO SA,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,28.64,1053502020020,cloridrato-de-ambroxol-7
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,BELFAR LTDA,6MG/ML XPE CT 1 FR PLAS AMB X 100 ML + COP 15ML,20.48,1057101710010,cloridrato-de-ambroxol-8
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,BELFAR LTDA,6MG/ML XPE CT 60 FR PLAS AMB X 100 ML + COP 15ML,707.27,1057101710029,cloridrato-de-ambroxol-9
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,20.67,1057306570016,cloridrato-de-ambroxol-10
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,35.45,1057306570032,cloridrato-de-ambroxol-11
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,GERMED FARMACEUTICA LTDA,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,37.53,1058308850049,cloridrato-de-ambroxol-12
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,6MG/ML XPE CT FR PLAS AMB X 100ML + COP,25.84,1108500390018,cloridrato-de-ambroxol-13
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,6MG/ML XPE CX 60 FR PLAS AMB X 100ML + 60 COP,,1108500390026,cloridrato-de-ambroxol-14
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,6MG/ML XPE CX 60 FR PLAS AMB X 120 ML +60 COP,,1108500390050,cloridrato-de-ambroxol-15
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,3MG/ML XPE CT FR PLAS AMB X 100ML + COP,16.03,1108500390077,cloridrato-de-ambroxol-16
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,3MG/ML XPE CX 60 FR PLAS AMB X 100ML + 60 COP,,1108500390085,cloridrato-de-ambroxol-17
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,3MG/ML XPE CX 60 FR PLAS AMB X 120ML +60 COP,,1108500390115,cloridrato-de-ambroxol-18
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,HIPOLABOR FARMACEUTICA LTDA,3 MG/ML XPE CX 50 FR PLAS AMB X 100 ML + 50 COP,2409.74,1134301230036,cloridrato-de-ambroxol-19
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,HIPOLABOR FARMACEUTICA LTDA,6 MG/ML XPE CX 50 FR PLAS AMB X 100 ML + 50 COP,3346.81,1134301230117,cloridrato-de-ambroxol-20
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,33.23,1156000860041,bronxol
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,50.13,1156000860058,bronxol-2
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,3 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,33.23,1156000860120,bronxol-3
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,3 MG/ML XPE CX 50 FR PLAS PET AMB X 120 ML + 50 COP,1662.30,1156000860139,bronxol-4
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,6 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,50.13,1156000860147,bronxol-5
BRONXOL,CLORIDRATO DE AMBROXOL,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,6 MG/ML XPE CX 50 FR PLAS PET AMB X 120 ML + 50 COP,2507.59,1156000860155,bronxol-6
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,"7,5 MG/ML SOL OR CT FR GOT PLAS OPC X 50 ML",25.27,1256800380014,cloridrato-de-ambroxol-21
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,"7,5 MG/ML SOL OR CX 50 FR GOT PLAS OPC X 50 ML",,1256800380022,cloridrato-de-ambroxol-22
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CT FR PLAS OPC X 120 ML + COP,16.86,1256800390087,cloridrato-de-ambroxol-23
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CT FR PLAS OPC X 120 ML + COP,19.92,1256800390109,cloridrato-de-ambroxol-24
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,,1256800390141,cloridrato-de-ambroxol-25
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,,1256800390168,cloridrato-de-ambroxol-26
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,"7,5 MG/ML SOL OR CT FR GOT PLAS OPC X 50 ML",25.27,1256803480011,especbac
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,"7,5 MG/ML SOL OR CX 50 FR GOT PLAS OPC X 50 ML",1264.26,1256803480028,especbac-2
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CT FR PLAS OPC X 120 ML + COP,16.86,1256803710015,especbac-3
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CT FR PLAS OPC X 120 ML + COP,19.92,1256803710023,especbac-4
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CX 50 FR PLAS OPC X 100 ML + 50 COP,702.66,1256803710031,especbac-5
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,843.03,1256803710041,especbac-6
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,996.57,1256803710058,especbac-7
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CX 50 FR PLAS OPC X 100 ML + 50 COP,830.50,1256803710066,especbac-8
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CT FR VD AMB  X 120 ML + COP,16.86,1256803710074,especbac-9
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 COP,702.66,1256803710082,especbac-10
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 COP,843.03,1256803710090,especbac-11
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,19.92,1256803710104,especbac-12
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 COP,830.50,1256803710112,especbac-13
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 COP,996.57,1256803710120,especbac-14
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CT FR PLAS OPC X 100 ML + COP,16.61,1256803710139,especbac-15
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,6 MG/ML XPE CT FR VD AMB X 100 ML + COP,16.61,1256803710147,especbac-16
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CT FR PLAS OPC X 100 ML + COP,14.06,1256803710155,especbac-17
ESPECBAC,CLORIDRATO DE AMBROXOL,PRATI DONADUZZI & CIA LTDA,3 MG/ML XPE CT FR VD AMB X 100 ML + COP,14.06,1256803710163,especbac-18
BRONQTRAT,CLORIDRATO DE AMBROXOL,NATULAB LABORATORIO S.A,3 MG/ML XPE CT FR PLAS AMB X 100 ML + COP,47.90,1384100230097,bronqtrat
BRONQTRAT,CLORIDRATO DE AMBROXOL,NATULAB LABORATORIO S.A,6 MG/ML XPE CT FR PLAS AMB X 100 ML + COP,45.96,1384100230224,bronqtrat-2
BRONQTRAT,CLORIDRATO DE AMBROXOL,NATULAB LABORATORIO S.A,3 MG/ML XPE CT 50 FR PLAS AMB X 100 ML + 50 COP,487.39,1384100230291,bronqtrat-3
AMBROXMEL,CLORIDRATO DE AMBROXOL,CIMED INDUSTRIA S.A,6 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP (SBR MEL/EUCALIPTO),29.00,1438100870110,ambroxmel
AMBROXMEL,CLORIDRATO DE AMBROXOL,CIMED INDUSTRIA S.A,3 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP (SBR MEL),27.41,1438100870153,ambroxmel-2
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,CIMED INDUSTRIA S.A,3 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,24.96,1438100890030,cloridrato-de-ambroxol-27
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,CIMED INDUSTRIA S.A,6 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP,34.96,1438100890049,cloridrato-de-ambroxol-28
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,6 MG/ML XPE CX 48 FR PET AMB X 120 ML + 48 CP MED,610.04,1449300700044,cloridrato-de-ambroxol-29
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,3 MG/ML XPE CT FR PET AMB X 100 ML + CP MED,24.50,1449300700052,cloridrato-de-ambroxol-30
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,3 MG/ML XPE CX 48 FR PET AMB X 100 ML + 48 CP MED,508.36,1449300700060,cloridrato-de-ambroxol-31
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,6 MG/ML XPE CT FR PET AMB X 100 ML + CP MED,27.42,1449300700079,cloridrato-de-ambroxol-32
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,6 MG/ML XPE CX 48 FR PET AMB X 100 ML + 48 CP MED,508.36,1449300700087,cloridrato-de-ambroxol-33
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,NATIVITA IND. COM. LTDA.,15 MG/5ML XPE INF CT FR PET AMB  X 100 ML,20.91,1476100140093,cloridrato-de-ambroxol-34
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,NATIVITA IND. COM. LTDA.,30 MG/5ML XPE AD CT FR PET AMB  X 100 ML,28.18,1476100140174,cloridrato-de-ambroxol-35
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,NATIVITA IND. COM. LTDA.,"7,5 MG/ML SOL OR CT FR PLAS OPC GOT X 50 ML",17.61,1476100150013,cloridrato-de-ambroxol-36
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,31.18,1542300670012,cloridrato-de-ambroxol-37
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,24.36,1542300670039,cloridrato-de-ambroxol-38
FLUISOLVAN,CLORIDRATO DE AMBROXOL,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,29.24,1542300900018,fluisolvan
FLUISOLVAN,CLORIDRATO DE AMBROXOL,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,22.42,1542300900034,fluisolvan-2
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED,31.00,1558403130017,cloridrato-de-ambroxol-39
CLORIDRATO DE AMBROXOL,CLORIDRATO DE AMBROXOL,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED,31.00,1558403130033,cloridrato-de-ambroxol-40
NEOSSOLVAN,CLORIDRATO DE AMBROXOL,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,6 MG/ML XPE CT FR VD AMB X 120 ML + COP,31.30,1558403490013,neossolvan
NEOSSOLVAN,CLORIDRATO DE AMBROXOL,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,3 MG/ML XPE CT FR VD AMB X 120 ML + COP,31.30,1558403490021,neossolvan-2
SEDAVAN,CLORIDRATO DE AMBROXOL,VIDFARMA INDÚSTRIA DE MEDICAMENTOS LTDA,6 MG/ML XPE CT FR VD AMB X 100 ML + COP,39.65,1562000070014,sedavan-3
SEDAVAN,CLORIDRATO DE AMBROXOL,VIDFARMA INDÚSTRIA DE MEDICAMENTOS LTDA,3 MG/ML XPE CT FR VD AMB X 100 ML + COP,32.03,1562000070030,sedavan-4
MUCOSOLVAN,CLORIDRATO DE AMBROXOL,SANOFI MEDLEY FARMACÊUTICA LTDA.,"3,0 MG/ML XPE PED CT FR VD AMB X 120 ML",40.86,1832603570016,mucosolvan
MUCOSOLVAN,CLORIDRATO DE AMBROXOL,SANOFI MEDLEY FARMACÊUTICA LTDA.,6 MG/ML XPE ADU CT FR VD AMB X 120 ML,56.81,1832603570024,mucosolvan-2
MUCOSOLVAN,CLORIDRATO DE AMBROXOL,OPELLA HEALTHCARE BRAZIL LTDA,"3,0 MG/ML XPE PED CT FR VD AMB X 120 ML",47.03,1862000170018,mucosolvan-3
MUCOSOLVAN,CLORIDRATO DE AMBROXOL,OPELLA HEALTHCARE BRAZIL LTDA,6 MG/ML XPE ADU CT FR VD AMB X 120 ML,65.33,1862000170026,mucosolvan-4
DIUPRESS,CLORIDRATO DE AMILORIDA;CLORTALIDONA,EUROFARMA LABORATORIOS S.A.,"(25,0 + 5,0) MG COM CT BL AL PLAS LARANJA X 20",31.50,1004309810017,diupress
DIUPRESS,CLORIDRATO DE AMILORIDA;CLORTALIDONA,EUROFARMA LABORATORIOS S.A.,"(25,0 + 5,0) MG COM CT BL AL/PLAS LARANJA X 30",47.24,1004309810033,diupress-2
CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA,CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA,EMS S/A,5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30,24.65,1023506750102,cloridrato-de-amilorida-hidroclorotiazida
CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA,CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA,EMS S/A,"2,5 MG + 25 MG COM CT BL AL PLAS OPC X 30",14.76,1023506750285,cloridrato-de-amilorida-hidroclorotiazida-2
CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA,CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA,GERMED FARMACEUTICA LTDA,5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30,24.12,1058308370047,cloridrato-de-amilorida-hidroclorotiazida-3
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,200 MG COM REV CT BL AL AL X 20,48.55,1003300010057,ancoron
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,100 MG COM REV CT BL AL AL X 30,33.91,1003300010133,ancoron-2
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,200 MG COM REV CT BL AL AL X 30,67.90,1003300010141,ancoron-3
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,100 MG COM REV CT BL AL AL X 60,67.78,1003300010151,ancoron-4
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,200 MG COM REV CT BL AL AL X 60,135.79,1003300010168,ancoron-5
ANCORON,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA,200 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML,94.65,1003301620016,ancoron-6
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,FRESENIUS KABI BRASIL LTDA,50 MG/ML SOL INJ IV CX 50 AMP VD AMB X 3 ML,,1004102060019,cloridrato-de-amiodarona
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,FRESENIUS KABI BRASIL LTDA,50 MG/ML SOL INJ IV CX 100 AMP VD AMB X 3 ML,,1004102060027,cloridrato-de-amiodarona-2
AMIOBAL,CLORIDRATO DE AMIODARONA,LABORATÓRIOS BALDACCI LTDA,100 MG COM CT BL AL PLAS TRANS X 30,37.49,1014600690062,amiobal
AMIOBAL,CLORIDRATO DE AMIODARONA,LABORATÓRIOS BALDACCI LTDA,200 MG COM CT BL AL PLAS TRANS X 30,48.48,1014600690070,amiobal-2
AMIOBAL,CLORIDRATO DE AMIODARONA,LABORATÓRIOS BALDACCI LTDA,100 MG COM CT BL AL PLAS TRANS X 180,224.91,1014600690143,amiobal-3
AMIOBAL,CLORIDRATO DE AMIODARONA,LABORATÓRIOS BALDACCI LTDA,200 MG COM CT BL AL PLAS TRANS X 180,290.81,1014600690151,amiobal-4
MIODARON,CLORIDRATO DE AMIODARONA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,200 MG COM CT BL AL PLAS TRANS X 20,48.81,1057305650016,miodaron
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,HIPOLABOR FARMACEUTICA LTDA,50 MG/ML SOL INJ IV CX 100 AMP VD AMB X 3 ML,,1134301220022,cloridrato-de-amiodarona-3
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,100 MG COM CT BL AL PLAS TRANS X 20,16.55,1235201890012,cloridrato-de-amiodarona-4
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,100 MG COM CT BL AL PLAS TRANS X 30,24.87,1235201890020,cloridrato-de-amiodarona-5
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,200 MG COM CT BL AL PLAS TRANS X 20,33.22,1235201890039,cloridrato-de-amiodarona-6
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,200 MG COM CT BL AL PLAS TRANS X 30,49.83,1235201890047,cloridrato-de-amiodarona-7
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,200 MG COM CT BL AL PLAS TRANS X 500,,1235201890055,cloridrato-de-amiodarona-8
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,RANBAXY FARMACÊUTICA LTDA,200 MG COM CT BL AL PLAS TRANS X 60,99.63,1235201890063,cloridrato-de-amiodarona-9
AMIORON,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,200 MG COM CT BL AL PLAS TRANS X 20,44.62,1542300020034,amioron
AMIORON,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,200 MG COM CT BL AL PLAS TRANS X 500,,1542300020042,amioron-2
AMIORON,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,100 MG COM CT BL AL PLAS TRANS X 30,38.61,1542300020050,amioron-3
AMIORON,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,200 MG COM CT BL AL PLAS TRANS X 30,66.98,1542300020085,amioron-4
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,100MG COM CT BL AL PLAS PVC TRANS X 30,26.09,1542302770022,cloridrato-de-amiodarona-10
CLORIDRATO DE AMIODARONA,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,200MG COM CT BL AL PLAS PVC TRANS X 30,49.83,1542302770081,cloridrato-de-amiodarona-11
